id	scatter_idx	chrom	start	end	scatter_length
NC_055967.1	scat_0002	NC_055967.1	4805010	9610018	4805009
NC_055967.1	scat_0003	NC_055967.1	9610019	14415027	4805009
NC_055967.1	scat_0004	NC_055967.1	14415028	19220036	4805009
NC_055967.1	scat_0005	NC_055967.1	19220037	24025045	4805009
NC_055967.1	scat_0006	NC_055967.1	24025046	28830054	4805009
NC_055967.1	scat_0007	NC_055967.1	28830055	33635063	4805009
NC_055967.1	scat_0008	NC_055967.1	33635064	38440066	4805003
NC_055968.1	scat_0001	NC_055968.1	1	4784863	4784863
NC_055968.1	scat_0002	NC_055968.1	4784864	9569726	4784863
NC_055968.1	scat_0003	NC_055968.1	9569727	14354589	4784863
NC_055968.1	scat_0004	NC_055968.1	14354590	19139452	4784863
NC_055968.1	scat_0005	NC_055968.1	19139453	23924315	4784863
NC_055968.1	scat_0006	NC_055968.1	23924316	28709178	4784863
NC_055968.1	scat_0007	NC_055968.1	28709179	33494041	4784863
NC_055968.1	scat_0008	NC_055968.1	33494042	38278902	4784861
NC_055969.1	scat_0001	NC_055969.1	1	4644878	4644878
NC_055969.1	scat_0002	NC_055969.1	4644879	9289756	4644878
NC_055969.1	scat_0003	NC_055969.1	9289757	13934634	4644878
NC_055969.1	scat_0004	NC_055969.1	13934635	18579512	4644878
NC_055969.1	scat_0005	NC_055969.1	18579513	23224390	4644878
NC_055969.1	scat_0006	NC_055969.1	23224391	27869268	4644878
NC_055969.1	scat_0007	NC_055969.1	27869269	32514146	4644878
NC_055969.1	scat_0008	NC_055969.1	32514147	37159020	4644874
NC_055970.1	scat_0001	NC_055970.1	1	4604082	4604082
NC_055970.1	scat_0002	NC_055970.1	4604083	9208164	4604082
NC_055970.1	scat_0003	NC_055970.1	9208165	13812246	4604082
NC_055970.1	scat_0004	NC_055970.1	13812247	18416328	4604082
NC_055970.1	scat_0005	NC_055970.1	18416329	23020410	4604082
NC_055970.1	scat_0006	NC_055970.1	23020411	27624492	4604082
NC_055970.1	scat_0007	NC_055970.1	27624493	32228574	4604082
NC_055970.1	scat_0008	NC_055970.1	32228575	36832652	4604078
NC_055971.1	scat_0001	NC_055971.1	1	4442097	4442097
NC_055971.1	scat_0002	NC_055971.1	4442098	8884194	4442097
NC_055971.1	scat_0003	NC_055971.1	8884195	13326291	4442097
NC_055971.1	scat_0004	NC_055971.1	13326292	17768388	4442097
NC_055971.1	scat_0005	NC_055971.1	17768389	22210485	4442097
NC_055971.1	scat_0006	NC_055971.1	22210486	26652582	4442097
NC_055971.1	scat_0007	NC_055971.1	26652583	31094679	4442097
NC_055971.1	scat_0008	NC_055971.1	31094680	35536770	4442091
NC_055972.1	scat_0001	NC_055972.1	1	4400226	4400226
NC_055972.1	scat_0002	NC_055972.1	4400227	8800452	4400226
NC_055972.1	scat_0003	NC_055972.1	8800453	13200678	4400226
NC_055972.1	scat_0004	NC_055972.1	13200679	17600904	4400226
NC_055972.1	scat_0005	NC_055972.1	17600905	22001130	4400226
NC_055972.1	scat_0006	NC_055972.1	22001131	26401356	4400226
NC_055972.1	scat_0007	NC_055972.1	26401357	30801582	4400226
NC_055972.1	scat_0008	NC_055972.1	30801583	35201806	4400224
NC_055973.1	scat_0001	NC_055973.1	1	4991706	4991706
NC_055973.1	scat_0002	NC_055973.1	4991707	9983412	4991706
NC_055973.1	scat_0003	NC_055973.1	9983413	14975118	4991706
NC_055973.1	scat_0004	NC_055973.1	14975119	19966824	4991706
NC_055973.1	scat_0005	NC_055973.1	19966825	24958530	4991706
NC_055973.1	scat_0006	NC_055973.1	24958531	29950236	4991706
NC_055973.1	scat_0007	NC_055973.1	29950237	34941941	4991705
NC_055974.1	scat_0001	NC_055974.1	1	4684802	4684802
NC_055974.1	scat_0002	NC_055974.1	4684803	9369604	4684802
NC_055974.1	scat_0003	NC_055974.1	9369605	14054406	4684802
NC_055974.1	scat_0004	NC_055974.1	14054407	18739208	4684802
NC_055974.1	scat_0005	NC_055974.1	18739209	23424010	4684802
NC_055974.1	scat_0006	NC_055974.1	23424011	28108812	4684802
NC_055974.1	scat_0007	NC_055974.1	28108813	32793614	4684802
NC_055975.1	scat_0001	NC_055975.1	1	4600909	4600909
NC_055975.1	scat_0002	NC_055975.1	4600910	9201818	4600909
NC_055975.1	scat_0003	NC_055975.1	9201819	13802727	4600909
NC_055975.1	scat_0004	NC_055975.1	13802728	18403636	4600909
NC_055975.1	scat_0005	NC_055975.1	18403637	23004545	4600909
NC_055975.1	scat_0006	NC_055975.1	23004546	27605454	4600909
NC_055975.1	scat_0007	NC_055975.1	27605455	32206363	4600909
NW_024582117.1	scat_0001	NW_024582117.1	1	295807	295807
NC_055976.1	scat_0001	NC_055976.1	1	4607524	4607524
NC_055976.1	scat_0002	NC_055976.1	4607525	9215048	4607524
NC_055976.1	scat_0003	NC_055976.1	9215049	13822572	4607524
NC_055976.1	scat_0004	NC_055976.1	13822573	18430096	4607524
NC_055976.1	scat_0005	NC_055976.1	18430097	23037620	4607524
NC_055976.1	scat_0006	NC_055976.1	23037621	27645144	4607524
NC_055976.1	scat_0007	NC_055976.1	27645145	32252668	4607524
NC_055977.1	scat_0001	NC_055977.1	1	4583037	4583037
NC_055977.1	scat_0002	NC_055977.1	4583038	9166074	4583037
NC_055977.1	scat_0003	NC_055977.1	9166075	13749111	4583037
NC_055977.1	scat_0004	NC_055977.1	13749112	18332148	4583037
NC_055977.1	scat_0005	NC_055977.1	18332149	22915185	4583037
NC_055977.1	scat_0006	NC_055977.1	22915186	27498222	4583037
NC_055977.1	scat_0007	NC_055977.1	27498223	32081259	4583037
NC_055978.1	scat_0001	NC_055978.1	1	4534701	4534701
NC_055978.1	scat_0002	NC_055978.1	4534702	9069402	4534701
NC_055978.1	scat_0003	NC_055978.1	9069403	13604103	4534701
NC_055978.1	scat_0004	NC_055978.1	13604104	18138804	4534701
NC_055978.1	scat_0005	NC_055978.1	18138805	22673505	4534701
NC_055978.1	scat_0006	NC_055978.1	22673506	27208206	4534701
NC_055978.1	scat_0007	NC_055978.1	27208207	31742902	4534696
NC_055979.1	scat_0001	NC_055979.1	1	4461031	4461031
NC_055979.1	scat_0002	NC_055979.1	4461032	8922062	4461031
NC_055979.1	scat_0003	NC_055979.1	8922063	13383093	4461031
NC_055979.1	scat_0004	NC_055979.1	13383094	17844124	4461031
NC_055979.1	scat_0005	NC_055979.1	17844125	22305155	4461031
NC_055979.1	scat_0006	NC_055979.1	22305156	26766186	4461031
NC_055979.1	scat_0007	NC_055979.1	26766187	31227213	4461027
NC_055980.1	scat_0001	NC_055980.1	1	4401707	4401707
NC_055980.1	scat_0002	NC_055980.1	4401708	8803414	4401707
NC_055980.1	scat_0003	NC_055980.1	8803415	13205121	4401707
NC_055980.1	scat_0004	NC_055980.1	13205122	17606828	4401707
NC_055980.1	scat_0005	NC_055980.1	17606829	22008535	4401707
NC_055980.1	scat_0006	NC_055980.1	22008536	26410242	4401707
NC_055980.1	scat_0007	NC_055980.1	26410243	30811943	4401701
scaff_group001	scat_0001	NW_024582118.1	1	49702	4885410
scaff_group001	scat_0001	NW_024582119.1	1	32330	4885410
scaff_group001	scat_0001	NW_024582120.1	1	165757	4885410
scaff_group001	scat_0001	NW_024582121.1	1	165182	4885410
scaff_group001	scat_0001	NW_024582122.1	1	160283	4885410
scaff_group001	scat_0001	NW_024582123.1	1	153101	4885410
scaff_group001	scat_0001	NW_024582124.1	1	136442	4885410
scaff_group001	scat_0001	NW_024582125.1	1	101966	4885410
scaff_group001	scat_0001	NW_024582126.1	1	90783	4885410
scaff_group001	scat_0001	NW_024582127.1	1	61195	4885410
scaff_group001	scat_0001	NW_024582128.1	1	49942	4885410
scaff_group001	scat_0001	NW_024582129.1	1	48894	4885410
scaff_group001	scat_0001	NW_024582130.1	1	34726	4885410
scaff_group001	scat_0001	NW_024582131.1	1	32711	4885410
scaff_group001	scat_0001	NW_024582132.1	1	31232	4885410
scaff_group001	scat_0001	NW_024582133.1	1	30872	4885410
scaff_group001	scat_0001	NW_024582134.1	1	28555	4885410
scaff_group001	scat_0001	NW_024582135.1	1	26883	4885410
scaff_group001	scat_0001	NW_024582136.1	1	26475	4885410
scaff_group001	scat_0001	NW_024582137.1	1	25366	4885410
scaff_group001	scat_0001	NW_024582138.1	1	23797	4885410
scaff_group001	scat_0001	NW_024582139.1	1	23679	4885410
scaff_group001	scat_0001	NW_024582140.1	1	21437	4885410
scaff_group001	scat_0001	NW_024582141.1	1	21148	4885410
scaff_group001	scat_0001	NW_024582142.1	1	403292	4885410
scaff_group001	scat_0001	NW_024582143.1	1	20263	4885410
scaff_group001	scat_0001	NW_024582144.1	1	19870	4885410
scaff_group001	scat_0001	NW_024582145.1	1	18798	4885410
scaff_group001	scat_0001	NW_024582146.1	1	16842	4885410
scaff_group001	scat_0001	NW_024582147.1	1	16283	4885410
scaff_group001	scat_0001	NW_024582148.1	1	375854	4885410
scaff_group001	scat_0001	NW_024582149.1	1	14855	4885410
scaff_group001	scat_0001	NW_024582150.1	1	12808	4885410
scaff_group001	scat_0001	NW_024582151.1	1	11095	4885410
scaff_group001	scat_0001	NW_024582152.1	1	8054	4885410
scaff_group001	scat_0001	NW_024582153.1	1	2376	4885410
scaff_group001	scat_0001	NW_024582154.1	1	375752	4885410
scaff_group001	scat_0001	NW_024582155.1	1	311703	4885410
scaff_group001	scat_0001	NW_024582156.1	1	269695	4885410
scaff_group001	scat_0001	NW_024582157.1	1	269301	4885410
scaff_group001	scat_0001	NW_024582158.1	1	266092	4885410
scaff_group001	scat_0001	NW_024582159.1	1	251813	4885410
scaff_group001	scat_0001	NW_024582160.1	1	233926	4885410
scaff_group001	scat_0001	NW_024582161.1	1	225682	4885410
scaff_group001	scat_0001	NW_024582162.1	1	218598	4885410
scaff_group001	scat_0002	NW_024582163.1	1	197639	398708
scaff_group001	scat_0002	NW_024582164.1	1	184372	398708
scaff_group001	scat_0002	NC_014690.1	1	16697	398708
