sample	unit	library	flowcell	platform	barcode	sample_id	lane	fq1	fq2	kb1	kb2
s018	1	lib	whatever	ILLUMINA	DPCh_plate1_B06_S18	T144911	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B06_S18_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B06_S18_R2_001.fastq.gz	1070462.1	1198138.3
s019	1	lib	whatever	ILLUMINA	DPCh_plate1_B07_S19	T145130	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B07_S19_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B07_S19_R2_001.fastq.gz	1270019.8	1458429.5
s020	1	lib	whatever	ILLUMINA	DPCh_plate1_B08_S20	T145144	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B08_S20_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B08_S20_R2_001.fastq.gz	1147803.9	1306280.9
s021	1	lib	whatever	ILLUMINA	DPCh_plate1_B09_S21	T144960	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B09_S21_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B09_S21_R2_001.fastq.gz	1644010	1899542.8
s022	1	lib	whatever	ILLUMINA	DPCh_plate1_B10_S22	T144981	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B10_S22_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B10_S22_R2_001.fastq.gz	1265859.1	1485519.3
s023	1	lib	whatever	ILLUMINA	DPCh_plate1_B11_S23	T145152	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B11_S23_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B11_S23_R2_001.fastq.gz	1354922.4	1540690.4
s024	1	lib	whatever	ILLUMINA	DPCh_plate1_B12_S24	T145193	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B12_S24_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_B12_S24_R2_001.fastq.gz	1390446	1602864.1
s025	1	lib	whatever	ILLUMINA	DPCh_plate1_C01_S25	T144774	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C01_S25_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C01_S25_R2_001.fastq.gz	1226192.6	1386294.5
s026	1	lib	whatever	ILLUMINA	DPCh_plate1_C02_S26	T144806	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C02_S26_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C02_S26_R2_001.fastq.gz	1456352	1652302.2
s027	1	lib	whatever	ILLUMINA	DPCh_plate1_C03_S27	T145112	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C03_S27_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C03_S27_R2_001.fastq.gz	1237449.7	1410227.3
s028	1	lib	whatever	ILLUMINA	DPCh_plate1_C04_S28	T145120	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C04_S28_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C04_S28_R2_001.fastq.gz	1053357.5	1166402.2
s029	1	lib	whatever	ILLUMINA	DPCh_plate1_C05_S29	T144871	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C05_S29_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C05_S29_R2_001.fastq.gz	1507470.3	1743151.8
s030	1	lib	whatever	ILLUMINA	DPCh_plate1_C06_S30	T144920	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C06_S30_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C06_S30_R2_001.fastq.gz	1082506.5	1203539.6
s031	1	lib	whatever	ILLUMINA	DPCh_plate1_C07_S31	T145131	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C07_S31_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C07_S31_R2_001.fastq.gz	443439.1	477715.3
s032	1	lib	whatever	ILLUMINA	DPCh_plate1_C08_S32	T145145	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C08_S32_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C08_S32_R2_001.fastq.gz	1162694	1306238.2
s033	1	lib	whatever	ILLUMINA	DPCh_plate1_C09_S33	T144961	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C09_S33_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C09_S33_R2_001.fastq.gz	1302896.3	1521410.6
s034	1	lib	whatever	ILLUMINA	DPCh_plate1_C10_S34	T144989	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C10_S34_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C10_S34_R2_001.fastq.gz	1639945.2	1868489
s035	1	lib	whatever	ILLUMINA	DPCh_plate1_C11_S35	T145153	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C11_S35_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C11_S35_R2_001.fastq.gz	1165150.7	1367272.4
s036	1	lib	whatever	ILLUMINA	DPCh_plate1_C12_S36	T145200	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C12_S36_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_C12_S36_R2_001.fastq.gz	1200150.2	1412553.9
s037	1	lib	whatever	ILLUMINA	DPCh_plate1_D01_S37	T144777	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D01_S37_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D01_S37_R2_001.fastq.gz	908223.8	1017818.7
s038	1	lib	whatever	ILLUMINA	DPCh_plate1_D02_S38	T144831	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D02_S38_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D02_S38_R2_001.fastq.gz	1416632.8	1573452.5
s039	1	lib	whatever	ILLUMINA	DPCh_plate1_D03_S39	T145113	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D03_S39_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D03_S39_R2_001.fastq.gz	816392.8	892231.4
s040	1	lib	whatever	ILLUMINA	DPCh_plate1_D04_S40	T145121	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D04_S40_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D04_S40_R2_001.fastq.gz	1018434.4	1088851.2
s041	1	lib	whatever	ILLUMINA	DPCh_plate1_D05_S41	T144879	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D05_S41_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D05_S41_R2_001.fastq.gz	1205479.2	1401316.6
s042	1	lib	whatever	ILLUMINA	DPCh_plate1_D06_S42	T144924	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D06_S42_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D06_S42_R2_001.fastq.gz	974697.5	1082854.6
s043	1	lib	whatever	ILLUMINA	DPCh_plate1_D07_S43	T145133	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D07_S43_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D07_S43_R2_001.fastq.gz	1065578.1	1242796.5
s044	1	lib	whatever	ILLUMINA	DPCh_plate1_D08_S44	T145146	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D08_S44_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D08_S44_R2_001.fastq.gz	1305245.1	1479710.6
s045	1	lib	whatever	ILLUMINA	DPCh_plate1_D09_S45	T144967	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D09_S45_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D09_S45_R2_001.fastq.gz	1394758.4	1589910.4
s046	1	lib	whatever	ILLUMINA	DPCh_plate1_D10_S46	T144990	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D10_S46_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D10_S46_R2_001.fastq.gz	1006455.6	1146684.7
s047	1	lib	whatever	ILLUMINA	DPCh_plate1_D11_S47	T145163	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D11_S47_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D11_S47_R2_001.fastq.gz	1501238.9	1730199.4
s048	1	lib	whatever	ILLUMINA	DPCh_plate1_D12_S48	T145214	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D12_S48_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_D12_S48_R2_001.fastq.gz	1317583	1521028.8
s049	1	lib	whatever	ILLUMINA	DPCh_plate1_E01_S49	T144778	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E01_S49_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E01_S49_R2_001.fastq.gz	891122.5	960938.5
s050	1	lib	whatever	ILLUMINA	DPCh_plate1_E02_S50	T144841	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E02_S50_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E02_S50_R2_001.fastq.gz	1381539.5	1563904.1
s051	1	lib	whatever	ILLUMINA	DPCh_plate1_E03_S51	T145114	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E03_S51_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E03_S51_R2_001.fastq.gz	606880	627873.9
s052	1	lib	whatever	ILLUMINA	DPCh_plate1_E04_S52	T145123	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E04_S52_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E04_S52_R2_001.fastq.gz	1009031	1079442
s053	1	lib	whatever	ILLUMINA	DPCh_plate1_E05_S53	T144893	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E05_S53_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E05_S53_R2_001.fastq.gz	739754.8	837151.6
s054	1	lib	whatever	ILLUMINA	DPCh_plate1_E06_S54	T144934	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E06_S54_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E06_S54_R2_001.fastq.gz	541295.6	629562.4
s055	1	lib	whatever	ILLUMINA	DPCh_plate1_E07_S55	T145136	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E07_S55_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E07_S55_R2_001.fastq.gz	1262410.8	1418738.6
s056	1	lib	whatever	ILLUMINA	DPCh_plate1_E08_S56	T145147	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E08_S56_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E08_S56_R2_001.fastq.gz	415268.7	483617.1
s057	1	lib	whatever	ILLUMINA	DPCh_plate1_E09_S57	T144968	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E09_S57_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E09_S57_R2_001.fastq.gz	1406208.7	1597149.3
s058	1	lib	whatever	ILLUMINA	DPCh_plate1_E10_S58	T144991	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E10_S58_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E10_S58_R2_001.fastq.gz	1181958.5	1334848.9
s059	1	lib	whatever	ILLUMINA	DPCh_plate1_E11_S59	T145167	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E11_S59_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E11_S59_R2_001.fastq.gz	1573953.9	1854046.1
s060	1	lib	whatever	ILLUMINA	DPCh_plate1_E12_S60	T145218	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E12_S60_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_E12_S60_R2_001.fastq.gz	1655892	1937475.4
s061	1	lib	whatever	ILLUMINA	DPCh_plate1_F01_S61	T144782	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F01_S61_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F01_S61_R2_001.fastq.gz	1168979	1331011.6
s062	1	lib	whatever	ILLUMINA	DPCh_plate1_F02_S62	T144844	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F02_S62_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F02_S62_R2_001.fastq.gz	982397.5	1091072.3
s063	1	lib	whatever	ILLUMINA	DPCh_plate1_F03_S63	T145115	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F03_S63_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F03_S63_R2_001.fastq.gz	933036	1015454.2
s064	1	lib	whatever	ILLUMINA	DPCh_plate1_F04_S64	T145124	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F04_S64_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F04_S64_R2_001.fastq.gz	1038875.2	1119544.9
s065	1	lib	whatever	ILLUMINA	DPCh_plate1_F05_S65	T144896	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F05_S65_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F05_S65_R2_001.fastq.gz	1123856.1	1292069.3
s066	1	lib	whatever	ILLUMINA	DPCh_plate1_F06_S66	T144951	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F06_S66_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F06_S66_R2_001.fastq.gz	1085428.6	1232407.2
s067	1	lib	whatever	ILLUMINA	DPCh_plate1_F07_S67	T145139	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F07_S67_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F07_S67_R2_001.fastq.gz	1172306.2	1344525.9
s068	1	lib	whatever	ILLUMINA	DPCh_plate1_F08_S68	T145148	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F08_S68_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F08_S68_R2_001.fastq.gz	1042876.4	1162002.4
s069	1	lib	whatever	ILLUMINA	DPCh_plate1_F09_S69	T144969	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F09_S69_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F09_S69_R2_001.fastq.gz	1182887.9	1358281.5
s070	1	lib	whatever	ILLUMINA	DPCh_plate1_F10_S70	T144996	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F10_S70_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F10_S70_R2_001.fastq.gz	1300969.5	1464654.1
s071	1	lib	whatever	ILLUMINA	DPCh_plate1_F11_S71	T145171	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F11_S71_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F11_S71_R2_001.fastq.gz	1500821.7	1741750.4
s072	1	lib	whatever	ILLUMINA	DPCh_plate1_F12_S72	T145241	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F12_S72_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_F12_S72_R2_001.fastq.gz	1698678.3	1890528.2
s073	1	lib	whatever	ILLUMINA	DPCh_plate1_G01_S73	T144790	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G01_S73_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G01_S73_R2_001.fastq.gz	999461.7	1124090.7
s074	1	lib	whatever	ILLUMINA	DPCh_plate1_G02_S74	T144847	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G02_S74_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G02_S74_R2_001.fastq.gz	1417210.5	1617817.3
s075	1	lib	whatever	ILLUMINA	DPCh_plate1_G03_S75	T145116	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G03_S75_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G03_S75_R2_001.fastq.gz	1493151.4	1731826.3
s076	1	lib	whatever	ILLUMINA	DPCh_plate1_G04_S76	T145125	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G04_S76_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G04_S76_R2_001.fastq.gz	1030280.8	1029108.4
s077	1	lib	whatever	ILLUMINA	DPCh_plate1_G05_S77	T144897	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G05_S77_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G05_S77_R2_001.fastq.gz	1851430.9	2143720
s078	1	lib	whatever	ILLUMINA	DPCh_plate1_G06_S78	T144952	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G06_S78_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G06_S78_R2_001.fastq.gz	1028302.3	1146574.3
s079	1	lib	whatever	ILLUMINA	DPCh_plate1_G07_S79	T145140	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G07_S79_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G07_S79_R2_001.fastq.gz	1058635.9	1204954.4
s080	1	lib	whatever	ILLUMINA	DPCh_plate1_G08_S80	T145149	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G08_S80_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G08_S80_R2_001.fastq.gz	1158330.6	1294190.9
s081	1	lib	whatever	ILLUMINA	DPCh_plate1_G09_S81	T144974	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G09_S81_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G09_S81_R2_001.fastq.gz	2537962.1	2869045.5
s082	1	lib	whatever	ILLUMINA	DPCh_plate1_G10_S82	T144997	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G10_S82_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G10_S82_R2_001.fastq.gz	3019329.7	3406500.4
s083	1	lib	whatever	ILLUMINA	DPCh_plate1_G11_S83	T145189	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G11_S83_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G11_S83_R2_001.fastq.gz	1482409.1	1678407
s084	1	lib	whatever	ILLUMINA	DPCh_plate1_G12_S84	T145242	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G12_S84_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_G12_S84_R2_001.fastq.gz	2178314.1	2548601.2
s085	1	lib	whatever	ILLUMINA	DPCh_plate1_H01_S85	T144798	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H01_S85_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H01_S85_R2_001.fastq.gz	872119.8	954925.4
s086	1	lib	whatever	ILLUMINA	DPCh_plate1_H02_S86	T144861	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H02_S86_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H02_S86_R2_001.fastq.gz	930831.4	1013513.3
s087	1	lib	whatever	ILLUMINA	DPCh_plate1_H03_S87	T145117	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H03_S87_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H03_S87_R2_001.fastq.gz	1213307.8	1274521.3
s088	1	lib	whatever	ILLUMINA	DPCh_plate1_H04_S88	T145126	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H04_S88_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H04_S88_R2_001.fastq.gz	1085496.1	1145547.6
s089	1	lib	whatever	ILLUMINA	DPCh_plate1_H05_S89	T144902	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H05_S89_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H05_S89_R2_001.fastq.gz	1341616.1	1587502
s090	1	lib	whatever	ILLUMINA	DPCh_plate1_H06_S90	T144958	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H06_S90_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H06_S90_R2_001.fastq.gz	1357663.6	1534856.1
s091	1	lib	whatever	ILLUMINA	DPCh_plate1_H07_S91	T145141	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H07_S91_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H07_S91_R2_001.fastq.gz	1162524.2	1336223.6
s092	1	lib	whatever	ILLUMINA	DPCh_plate1_H08_S92	T145150	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H08_S92_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H08_S92_R2_001.fastq.gz	1099383.4	1260986.4
s093	1	lib	whatever	ILLUMINA	DPCh_plate1_H09_S93	T144979	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H09_S93_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H09_S93_R2_001.fastq.gz	1110337.3	1266630.9
s094	1	lib	whatever	ILLUMINA	DPCh_plate1_H10_S94	T145003	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H10_S94_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H10_S94_R2_001.fastq.gz	1351472.7	1520070.2
s095	1	lib	whatever	ILLUMINA	DPCh_plate1_H11_S95	T145190	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H11_S95_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H11_S95_R2_001.fastq.gz	1164783.1	1353126.3
s096	1	lib	whatever	ILLUMINA	DPCh_plate1_H12_S96	T145243	1	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H12_S96_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate1_H12_S96_R2_001.fastq.gz	1626902.9	1905887.7
